name,price,description,image_urls
Gold Red Kundan Meena Chandbali Earrings,425,Trendy with a bit of a tradition Features red kundan look meenakari work and chandbali style   Style Tip Pair it with a matching tunic for a stunning look,"https://img.faballey.com/images/Product/ZEA00024/d3.jpg,https://img.faballey.com/images/Product/ZEA00024/d4.jpg,https://img.faballey.com/images/Product/ZEA00024/d5.jpg,https://img.faballey.com/images/Product/ZEA00024/d7.jpg"
Silver Sleek Concentric Oxidised Dangler Earrings,325,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  39 Mm,"https://img.faballey.com/images/Product/ZEA00199/d3.jpg,https://img.faballey.com/images/Product/ZEA00199/d4.jpg,https://img.faballey.com/images/Product/ZEA00199/d5.jpg,https://img.faballey.com/images/Product/ZEA00199/d7.jpg"
Gold Textured Delicate Drop Dangler Earrings,475,Type Dangler  Color Gold White Composition Brass Stone  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00192/d3.jpg,https://img.faballey.com/images/Product/ZEA00192/d4.jpg,https://img.faballey.com/images/Product/ZEA00192/d5.jpg,https://img.faballey.com/images/Product/ZEA00192/d7.jpg"
White Studded Drop Diamond Hoop Earrings,1200,Type Hoops  Color White Black Composition Alloy Stone Closure Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZEA00226/d3.jpg,https://img.faballey.com/images/Product/ZEA00226/d4.jpg,https://img.faballey.com/images/Product/ZEA00226/d5.jpg,https://img.faballey.com/images/Product/ZEA00226/d7.jpg"
Silver Concentric Spiral Oxidised Dangler Earrings,275,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00183/d3.jpg,https://img.faballey.com/images/Product/ZEA00183/d4.jpg,https://img.faballey.com/images/Product/ZEA00183/d5.jpg,https://img.faballey.com/images/Product/ZEA00183/d7.jpg"
Gold Kundan Delicate Pearl Drop Earrings,1050,Type Dangler  Color Gold White Composition Alloy Beads Glass Pearl Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00254/d3.jpg,https://img.faballey.com/images/Product/ZEA00254/d4.jpg,https://img.faballey.com/images/Product/ZEA00254/d5.jpg,https://img.faballey.com/images/Product/ZEA00254/d7.jpg"
Gold Kundan Earring Pearl String Pendant Necklace Set,1500,Color  Gold WhiteComposition  Alloy Glass Pearl Closure Dori Push BackLength  19 Mm,"https://img.faballey.com/images/Product/ZNS00008/d3.jpg,https://img.faballey.com/images/Product/ZNS00008/d4.jpg,https://img.faballey.com/images/Product/ZNS00008/d5.jpg,https://img.faballey.com/images/Product/ZNS00008/d6.jpg"
Gold Blue Linked Dangler Earrings,625,Type Danglers  Color Gold Blue Composition Brass Stone  Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00186/d3.jpg,https://img.faballey.com/images/Product/ZEA00186/d4.jpg,https://img.faballey.com/images/Product/ZEA00186/d5.jpg,https://img.faballey.com/images/Product/ZEA00186/d7.jpg"
Silver S Motif Hoop Earrings,550,Type Hoop  Color Oxidised Silver Composition Alloy  Closure Hook Closure,"https://img.faballey.com/images/Product/ZEA00287/d3.jpg,https://img.faballey.com/images/Product/ZEA00287/d4.jpg,https://img.faballey.com/images/Product/ZEA00287/d5.jpg,https://img.faballey.com/images/Product/ZEA00287/d7.jpg"
Gold Satin Finish Horseshoe Dangler Earrings,650,Type Dangler  Color Gold Composition Alloy  Closure Push Back,"https://img.faballey.com/images/Product/ZEA00281/d3.jpg,https://img.faballey.com/images/Product/ZEA00281/d4.jpg,https://img.faballey.com/images/Product/ZEA00281/d5.jpg,https://img.faballey.com/images/Product/ZEA00281/d7.jpg"
White Green Diamond Dangler Earrings,950,Type Dangler  Color White Blue Composition Alloy Stone Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00031/d3.jpg,https://img.faballey.com/images/Product/ZEA00031/d4.jpg,https://img.faballey.com/images/Product/ZEA00031/d5.jpg,https://img.faballey.com/images/Product/ZEA00031/d7.jpg"
Gold Kundan Blue Bead Pearl Earring Necklace Set,1750,Color  Gold White GreenComposition  Alloy Glass Beads Pearl Closure DoriLength  140 Mm,"https://img.faballey.com/images/Product/ZNS00042/d3.jpg,https://img.faballey.com/images/Product/ZNS00042/d4.jpg,https://img.faballey.com/images/Product/ZNS00042/d5.jpg,https://img.faballey.com/images/Product/ZNS00042/d6.jpg"
Gold Kundan Dual Pearl Earring Necklace Set,2000,Color  Gold WhiteComposition  Alloy Glass PearlClosure Dori,"https://img.faballey.com/images/Product/ZNS00052/d3.jpg,https://img.faballey.com/images/Product/ZNS00052/d4.jpg,https://img.faballey.com/images/Product/ZNS00052/d5.jpg,https://img.faballey.com/images/Product/ZNS00052/d6.jpg"
Gold Satin Finish Kite Dangler Earrings,600,Type Dangler  Color Gold Composition Alloy  Closure Ear Wire,"https://img.faballey.com/images/Product/ZEA00279/d3.jpg,https://img.faballey.com/images/Product/ZEA00279/d4.jpg,https://img.faballey.com/images/Product/ZEA00279/d5.jpg,https://img.faballey.com/images/Product/ZEA00279/d7.jpg"
Gold Orb Kundan Double Pearl Earrings Necklace Set,1750,Color  Gold WhiteComposition  Alloy Glass Pearl Closure DoriLength  120 Mm,"https://img.faballey.com/images/Product/ZNS00051/d3.jpg,https://img.faballey.com/images/Product/ZNS00051/d4.jpg,https://img.faballey.com/images/Product/ZNS00051/d5.jpg,https://img.faballey.com/images/Product/ZNS00051/d6.jpg"
Silver Half Moon Oxidised Dangler Earrings,650,Type Danglers  Color Oxidised Silver Composition Alloy  Closure Ear Wire,"https://img.faballey.com/images/Product/ZEA00293/d3.jpg,https://img.faballey.com/images/Product/ZEA00293/d4.jpg,https://img.faballey.com/images/Product/ZEA00293/d5.jpg,https://img.faballey.com/images/Product/ZEA00293/d7.jpg"
Gold Purple Stone Pendant Necklace,700,Clean elegant and delicate this dainty necklace features a long gold plated chain with a statement purple stone centre  Style Tip Pair this with a pastel blouse and neutral hued formal pants to add color to your work look,"https://img.faballey.com/images/Product/ZNE00011/d3.jpg,https://img.faballey.com/images/Product/ZNE00011/d4.jpg,https://img.faballey.com/images/Product/ZNE00011/d5.jpg"
Gold Ethnic Floral Dangler Earrings,800,Type Dangler  Color Gold Blue Composition Alloy Glass BeadsFeatures meenakari work  Closure Push Back,"https://img.faballey.com/images/Product/ZEA00208/d3.jpg,https://img.faballey.com/images/Product/ZEA00208/d4.jpg,https://img.faballey.com/images/Product/ZEA00208/d5.jpg,https://img.faballey.com/images/Product/ZEA00208/d7.jpg"
Gold White Pearl Hoop Earrings,425,This pair of gold plated hoop dangler earrings makes for an elegant and easy addition to your everyday jewellery collection Features dainty hoop earrings with a single white pearl  Style Tip  Style this with a statement gold watch,"https://img.faballey.com/images/Product/ZEA00283/d3.jpg,https://img.faballey.com/images/Product/ZEA00283/d4.jpg,https://img.faballey.com/images/Product/ZEA00283/d5.jpg,https://img.faballey.com/images/Product/ZEA00283/d7.jpg"
Silver Daana Tribal Disc Oxidised Earrings,450,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00200/d3.jpg,https://img.faballey.com/images/Product/ZEA00200/d4.jpg,https://img.faballey.com/images/Product/ZEA00200/d5.jpg,https://img.faballey.com/images/Product/ZEA00200/d7.jpg"
Gold Rose Quartz Bracelet,700,This gold rose quart bracelet is a versatile piece that you can't go wrong with Features arrow shaped stones in rose quartz on a gold toned bracelet  Style Tip This piece will sit impeccably well with white formal pants and a blush pink blouse,"https://img.faballey.com/images/Product/ZBR00056/d3.jpg,https://img.faballey.com/images/Product/ZBR00056/d4.jpg,https://img.faballey.com/images/Product/ZBR00056/d5.jpg,https://img.faballey.com/images/Product/ZBR00056/d6.jpg,https://img.faballey.com/images/Product/ZBR00056/d7.jpg"
Gold Pearl Dangler Earrings,450,Type Dangler  Color Gold White Composition Alloy Stone  Closure Ear wire,"https://img.faballey.com/images/Product/ZEA00266/d3.jpg,https://img.faballey.com/images/Product/ZEA00266/d4.jpg,https://img.faballey.com/images/Product/ZEA00266/d5.jpg,https://img.faballey.com/images/Product/ZEA00266/d7.jpg"
Gold Kundan Pearl Earring Necklace Set,2375,Color  Gold White OffWhiteComposition  Alloy Glass Beads Closure Dori,"https://img.faballey.com/images/Product/ZNS00044/d3.jpg,https://img.faballey.com/images/Product/ZNS00044/d4.jpg,https://img.faballey.com/images/Product/ZNS00044/d5.jpg,https://img.faballey.com/images/Product/ZNS00044/d6.jpg"
Gold Dazzler Multichain Bracelet,800,Color Gold  Composition Alloy  Closure Lobster Clasp Length  adjustable,"https://img.faballey.com/images/Product/ZBR00059/d3.jpg,https://img.faballey.com/images/Product/ZBR00059/d4.jpg,https://img.faballey.com/images/Product/ZBR00059/d5.jpg,https://img.faballey.com/images/Product/ZBR00059/d6.jpg,https://img.faballey.com/images/Product/ZBR00059/d7.jpg"
Gold Kundan Red Drop Meena Earring Necklace Set,2250,Color  Gold White RedComposition  Alloy Glass Beads Feature  Meenakari WorkClosure Dori,"https://img.faballey.com/images/Product/ZNS00054/d3.jpg,https://img.faballey.com/images/Product/ZNS00054/d4.jpg,https://img.faballey.com/images/Product/ZNS00054/d5.jpg,https://img.faballey.com/images/Product/ZNS00054/d6.jpg"
Gold Multistone Drop Dangler Earrings,650,Type Dangler  Color Gold Multistone Composition Brass Stone  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00202/d3.jpg,https://img.faballey.com/images/Product/ZEA00202/d4.jpg,https://img.faballey.com/images/Product/ZEA00202/d5.jpg,https://img.faballey.com/images/Product/ZEA00202/d7.jpg"
Silver Spikey Tribal Oxidised Hoop Earrings,600,Type Hoops  Color Oxidised Silver Composition Alloy  Feature  Spike Detail Closure Ear Wire ,"https://img.faballey.com/images/Product/ZEA00271/d3.jpg,https://img.faballey.com/images/Product/ZEA00271/d4.jpg,https://img.faballey.com/images/Product/ZEA00271/d5.jpg,https://img.faballey.com/images/Product/ZEA00271/d7.jpg"
Silver Daana Spiked Oxidised Hoop Earrings,600,Type Hoops  Color Oxidised Silver Composition Alloy  Feature  Daana Work Closure Hook Closure,"https://img.faballey.com/images/Product/ZEA00289/d3.jpg,https://img.faballey.com/images/Product/ZEA00289/d4.jpg,https://img.faballey.com/images/Product/ZEA00289/d5.jpg,https://img.faballey.com/images/Product/ZEA00289/d7.jpg"
Gold Ivory Druzy Stack Bracelet,650,Color Gold Ivory  Composition Alloy Stone Closure Adjustable ,"https://img.faballey.com/images/Product/ZBR00058/d3.jpg,https://img.faballey.com/images/Product/ZBR00058/d4.jpg,https://img.faballey.com/images/Product/ZBR00058/d5.jpg,https://img.faballey.com/images/Product/ZBR00058/d6.jpg,https://img.faballey.com/images/Product/ZBR00058/d7.jpg"
Gold Kundan Multi Pearl String Earring Necklace Set,2000,Color  Gold White OffWhiteComposition  Alloy Glass Beads Closure Dori,"https://img.faballey.com/images/Product/ZNS00048/d3.jpg,https://img.faballey.com/images/Product/ZNS00048/d4.jpg,https://img.faballey.com/images/Product/ZNS00048/d5.jpg,https://img.faballey.com/images/Product/ZNS00048/d6.jpg"
Gold Red Kundan Meena Bracelet,1300,Color Gold White Red  Composition Alloy Glass Bead Features  Meenakari Work Closure Lobster Clasp Length  150 Mm adjustable,"https://img.faballey.com/images/Product/ZBR00045/d3.jpg,https://img.faballey.com/images/Product/ZBR00045/d4.jpg,https://img.faballey.com/images/Product/ZBR00045/d5.jpg,https://img.faballey.com/images/Product/ZBR00045/d6.jpg"
Gold Kundan Multicolor Stone Earring Necklace Set,2000,Color  Gold White MulticolorComposition  Alloy Glass Beads Feature  Meenakari WorkClosure Dori,"https://img.faballey.com/images/Product/ZNS00053/d3.jpg,https://img.faballey.com/images/Product/ZNS00053/d4.jpg,https://img.faballey.com/images/Product/ZNS00053/d5.jpg,https://img.faballey.com/images/Product/ZNS00053/d6.jpg"
Gold Bead Cluster Earring Neckace Set,1800,Color  Gold WhiteComposition  Alloy Beads Closure DoriLength  200 Mm,"https://img.faballey.com/images/Product/ZNS00034/d3.jpg,https://img.faballey.com/images/Product/ZNS00034/d4.jpg,https://img.faballey.com/images/Product/ZNS00034/d5.jpg,https://img.faballey.com/images/Product/ZNS00034/d6.jpg"
White Marquise Diamond Hoop Style Stud Earrings,1200,This statement pair of statement CZ daimond hoop style studs is a winning pick for an eveningdo Features white marquise shaped diamond stones   Style Tip  Pair this with a lush satin shirt for a luxe look,"https://img.faballey.com/images/Product/ZEA00232/d3.jpg,https://img.faballey.com/images/Product/ZEA00232/d4.jpg,https://img.faballey.com/images/Product/ZEA00232/d5.jpg,https://img.faballey.com/images/Product/ZEA00232/d7.jpg"
Gold Leaf Kundan Double Pearl Earrings Necklace Set,1750,Color  Gold WhiteComposition  Alloy Glass Pearl Closure DoriLength  120 Mm,"https://img.faballey.com/images/Product/ZNS00045/d3.jpg,https://img.faballey.com/images/Product/ZNS00045/d4.jpg,https://img.faballey.com/images/Product/ZNS00045/d5.jpg,https://img.faballey.com/images/Product/ZNS00045/d6.jpg"
Multi Gold Kundan Red Meena Beaded Earring Necklace Set,1750,Color  Gold White RedComposition  Alloy Glass Beads Feature  Meenakari WorkClosure Dori,"https://img.faballey.com/images/Product/ZNS00057/d3.jpg,https://img.faballey.com/images/Product/ZNS00057/d4.jpg,https://img.faballey.com/images/Product/ZNS00057/d5.jpg,https://img.faballey.com/images/Product/ZNS00057/d6.jpg"
Gold Kundan Square Bracelet With Green Delicate Drops,1200,Color Gold Green White  Composition Alloy Glass Bead Closure Lobster Clasp Length  150 Mm adjustable,"https://img.faballey.com/images/Product/ZBR00047/d3.jpg,https://img.faballey.com/images/Product/ZBR00047/d4.jpg,https://img.faballey.com/images/Product/ZBR00047/d5.jpg,https://img.faballey.com/images/Product/ZBR00047/d6.jpg"
Green Bead Kundan Earring Necklace Set,1750,Color  Gold White GreenComposition  Alloy Glass Beads Closure Dori,"https://img.faballey.com/images/Product/ZNS00043/d3.jpg,https://img.faballey.com/images/Product/ZNS00043/d4.jpg,https://img.faballey.com/images/Product/ZNS00043/d5.jpg,https://img.faballey.com/images/Product/ZNS00043/d6.jpg"
White Green Kundan Bead Bracelet,1300,Color Gold White Green  Composition Alloy Glass Bead Closure Lobster Clasp Length  150 Mm adjustable,"https://img.faballey.com/images/Product/ZBR00049/d3.jpg,https://img.faballey.com/images/Product/ZBR00049/d4.jpg,https://img.faballey.com/images/Product/ZBR00049/d5.jpg,https://img.faballey.com/images/Product/ZBR00049/d6.jpg"
Dual Gold Kundan Pearl Earring Necklace Set,2000,Color  Gold White RedComposition  Alloy Glass Beads Pearl Feature  Meenakari WorkClosure Dori,"https://img.faballey.com/images/Product/ZNS00056/d3.jpg,https://img.faballey.com/images/Product/ZNS00056/d4.jpg,https://img.faballey.com/images/Product/ZNS00056/d5.jpg,https://img.faballey.com/images/Product/ZNS00056/d6.jpg"
Gold Spiked Spiral Hoop Earrings,625,Type Hoop  Color Gold Composition Alloy  ClosureEar Wire,"https://img.faballey.com/images/Product/ZEA00286/d3.jpg,https://img.faballey.com/images/Product/ZEA00286/d4.jpg,https://img.faballey.com/images/Product/ZEA00286/d5.jpg,https://img.faballey.com/images/Product/ZEA00286/d7.jpg"
Silver Half Moon Geomtric Oxidised Hoop Earrings,550,Type Hoops  Color Oxidised Silver Composition Alloy  Closure Hook Closure,"https://img.faballey.com/images/Product/ZEA00294/d3.jpg,https://img.faballey.com/images/Product/ZEA00294/d4.jpg,https://img.faballey.com/images/Product/ZEA00294/d5.jpg,https://img.faballey.com/images/Product/ZEA00294/d7.jpg"
Gold Green Kundan Multi Drop Chandbali Earrings,950,Classic chandbalis get an elevated finish with this goldplated multi drop earrings Encrusted with kundan it features multiple green drops   Style Tip Complete the look with a greenbeaded maangtika   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00461/d3.jpg,https://img.faballey.com/images/Product/ZEA00461/d4.jpg,https://img.faballey.com/images/Product/ZEA00461/d5.jpg,https://img.faballey.com/images/Product/ZEA00461/d6.jpg"
GoldRed Beaded Oxidised Hoop Earrings,700,Type Hoop  Color Gold Red Composition Alloy Beads  Closure Ear WireLength  45 Mm,"https://img.faballey.com/images/Product/ZEA00272/d3.jpg,https://img.faballey.com/images/Product/ZEA00272/d4.jpg,https://img.faballey.com/images/Product/ZEA00272/d5.jpg,https://img.faballey.com/images/Product/ZEA00272/d6.jpg"
Gold Hammerred Cuff Bracelet,700,Color Gold  Composition Alloy Closure Adjustable,"https://img.faballey.com/images/Product/ZBR00054/d3.jpg,https://img.faballey.com/images/Product/ZBR00054/d4.jpg,https://img.faballey.com/images/Product/ZBR00054/d5.jpg,https://img.faballey.com/images/Product/ZBR00054/d6.jpg,https://img.faballey.com/images/Product/ZBR00054/d7.jpg"
Gold Pearl Overlap Stud Earrings,475,Crafted in a chic and sleek design this pair of goldplated overlap stud earrings is the perfect pick to complete your evening look The pair is dotted with three pearls to give it an elegant finish   Style Tip Pair the earring with a sleek gold and pearl bangle  Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZEA00367/d3.jpg,https://img.faballey.com/images/Product/ZEA00367/d4.jpg,https://img.faballey.com/images/Product/ZEA00367/d5.jpg,https://img.faballey.com/images/Product/ZEA00367/d6.jpg"
White Diamond Floral Bunch Earring Necklace Set,2750,Color  WhiteComposition  Alloy Stone Closure Lobster Clasp,"https://img.faballey.com/images/Product/ZNS00032/d3.jpg,https://img.faballey.com/images/Product/ZNS00032/d4.jpg,https://img.faballey.com/images/Product/ZNS00032/d5.jpg,https://img.faballey.com/images/Product/ZNS00032/d6.jpg,https://img.faballey.com/images/Product/ZNS00032/d7.jpg"
Gold Kundan Green Drop Pearl Earring Necklace Set,1750,Color  Gold White GreenComposition  Alloy Glass Beads Pearl Closure DoriLength  160 Mm,"https://img.faballey.com/images/Product/ZNS00047/d3.jpg,https://img.faballey.com/images/Product/ZNS00047/d4.jpg,https://img.faballey.com/images/Product/ZNS00047/d5.jpg,https://img.faballey.com/images/Product/ZNS00047/d6.jpg"
Gold Turquoise Metallic Tassel Dangler Earrings,550,Type Dangler  Color Gold Aqua Composition Alloy Stone  Features  Tassels Closure Ear Wire,"https://img.faballey.com/images/Product/ZEA00258/d3.jpg,https://img.faballey.com/images/Product/ZEA00258/d4.jpg,https://img.faballey.com/images/Product/ZEA00258/d5.jpg,https://img.faballey.com/images/Product/ZEA00258/d6.jpg"
Gold Multistone Marquise Cuff Bracelet,750,Color Gold Green Black  Composition Alloy Stone Closure Openable ,"https://img.faballey.com/images/Product/ZBR00060/d3.jpg,https://img.faballey.com/images/Product/ZBR00060/d4.jpg,https://img.faballey.com/images/Product/ZBR00060/d5.jpg,https://img.faballey.com/images/Product/ZBR00060/d6.jpg,https://img.faballey.com/images/Product/ZBR00060/d7.jpg"
Gold Textured Circular Dangler Earrings,550,Type Danglers  Color Rose Gold Composition Alloy  Feature  Textured Detail Closure Ear WireLength  60 Mm,"https://img.faballey.com/images/Product/ZEA00260/d3.jpg,https://img.faballey.com/images/Product/ZEA00260/d4.jpg,https://img.faballey.com/images/Product/ZEA00260/d5.jpg,https://img.faballey.com/images/Product/ZEA00260/d6.jpg"
Silver Bar Leaf Drop Oxidised Dangler Earrings,250,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00169/d3.jpg,https://img.faballey.com/images/Product/ZEA00169/d4.jpg,https://img.faballey.com/images/Product/ZEA00169/d5.jpg,https://img.faballey.com/images/Product/ZEA00169/d6.jpg"
Gold Maroon Kundan Floral Necklace Set,2250,Pepper your festive look with the grandeur of this imposing goldplated maroon kundan necklace set It features alternating floral and square shaped kundan pieces on a single layer choker necklace along with complementing earrings   Style Tip Pair the set with an offshoulder neckline Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZNS00058/d3.jpg,https://img.faballey.com/images/Product/ZNS00058/d4.jpg,https://img.faballey.com/images/Product/ZNS00058/d5.jpg,https://img.faballey.com/images/Product/ZNS00058/d6.jpg"
Silver Dazzler Multichain Bracelet,800,Color Silver  Composition Alloy  Closure Lobster Clasp Length  Adjustable,"https://img.faballey.com/images/Product/ZBR00066/d3.jpg,https://img.faballey.com/images/Product/ZBR00066/d4.jpg,https://img.faballey.com/images/Product/ZBR00066/d5.jpg,https://img.faballey.com/images/Product/ZBR00066/d6.jpg,https://img.faballey.com/images/Product/ZBR00066/d7.jpg,https://img.faballey.com/images/Product/ZBR00066/d8.jpg"
Gold Blue Kundan Meena Bangle Set,1600,Color Gold White Blue  Composition Alloy Glass  Feature  Meenakari Work Closure Slip Ons ,"https://img.faballey.com/images/Product/ZBR00037/d3.jpg,https://img.faballey.com/images/Product/ZBR00037/d4.jpg,https://img.faballey.com/images/Product/ZBR00037/d5.jpg,https://img.faballey.com/images/Product/ZBR00037/d6.jpg,https://img.faballey.com/images/Product/ZBR00037/d7.jpg"
White Blue Floral Diamond Dangler Earrings,1600,Type Dangler  Color White Blue Features a black rhodium polish Composition Alloy Stones  Closure Push Back,"https://img.faballey.com/images/Product/ZEA00239/d3.jpg,https://img.faballey.com/images/Product/ZEA00239/d4.jpg,https://img.faballey.com/images/Product/ZEA00239/d5.jpg,https://img.faballey.com/images/Product/ZEA00239/d7.jpg"
Gold Textured Swing Dangler Earrings,650,Type Danglers  Color Gold Composition Alloy  Feature  Textured Detail Closure Ear WireLength  70 Mm,"https://img.faballey.com/images/Product/ZEA00278/d3.jpg,https://img.faballey.com/images/Product/ZEA00278/d4.jpg,https://img.faballey.com/images/Product/ZEA00278/d5.jpg,https://img.faballey.com/images/Product/ZEA00278/d6.jpg"
Gold Champagne Beads Hoop Dangler Earrings,625,Type Hoops  Color Gold Champagne Composition Alloy Beads  Closure Ear WireLength  60 Mm,"https://img.faballey.com/images/Product/ZEA00274/d3.jpg,https://img.faballey.com/images/Product/ZEA00274/d4.jpg,https://img.faballey.com/images/Product/ZEA00274/d5.jpg,https://img.faballey.com/images/Product/ZEA00274/d6.jpg"
Silver Textured Disc Dangler Earrings,550,Type Danglers  Color Oxidised Silver Composition Alloy  Feature  Textured Detail Closure Ear WireLength  60 Mm,"https://img.faballey.com/images/Product/ZEA00259/d3.jpg,https://img.faballey.com/images/Product/ZEA00259/d4.jpg,https://img.faballey.com/images/Product/ZEA00259/d5.jpg,https://img.faballey.com/images/Product/ZEA00259/d6.jpg"
Gold Red Kundan Meena Sunburst Ring,600,Color Gold Red White Composition Alloy Stones Enamel  Closure Adjustable ,"https://img.faballey.com/images/Product/ZRI00040/d3.jpg,https://img.faballey.com/images/Product/ZRI00040/d4.jpg,https://img.faballey.com/images/Product/ZRI00040/d5.jpg,https://img.faballey.com/images/Product/ZRI00040/d6.jpg,https://img.faballey.com/images/Product/ZRI00040/d7.jpg"
Gold Green Oval Cuff Bracelet,700,Color Gold Green  Composition Alloy Stone Closure Openable ,"https://img.faballey.com/images/Product/ZBR00065/d3.jpg,https://img.faballey.com/images/Product/ZBR00065/d4.jpg,https://img.faballey.com/images/Product/ZBR00065/d5.jpg,https://img.faballey.com/images/Product/ZBR00065/d6.jpg,https://img.faballey.com/images/Product/ZBR00065/d7.jpg,https://img.faballey.com/images/Product/ZBR00065/d8.jpg"
Gold Turquoise Drop Hoop Dangler Earrings,675,Type Hoop  Color Gold Turquoise Composition Alloy Stone  Closure Push Back,"https://img.faballey.com/images/Product/ZEA00263/d3.jpg,https://img.faballey.com/images/Product/ZEA00263/d4.jpg,https://img.faballey.com/images/Product/ZEA00263/d5.jpg,https://img.faballey.com/images/Product/ZEA00263/d7.jpg"
Gold Red Kite Diamond Bangle Set,1600,Color Gold Red  Composition Alloy Stone Closure Slip Ons,"https://img.faballey.com/images/Product/ZBR00034/d3.jpg,https://img.faballey.com/images/Product/ZBR00034/d4.jpg,https://img.faballey.com/images/Product/ZBR00034/d5.jpg,https://img.faballey.com/images/Product/ZBR00034/d6.jpg,https://img.faballey.com/images/Product/ZBR00034/d7.jpg"
Gold Kundan Pear Dainty Drop Earrings Necklace Set,1750,Color  Gold White Composition  Alloy Glass Beads Pearl Closure Dori,"https://img.faballey.com/images/Product/ZNS00046/d3.jpg,https://img.faballey.com/images/Product/ZNS00046/d4.jpg,https://img.faballey.com/images/Product/ZNS00046/d5.jpg,https://img.faballey.com/images/Product/ZNS00046/d6.jpg"
Rose Gold Textured Hoop Earrings,550,Type Hoop  Color Rose Gold Composition Alloy  Closure Ear wireLength  50 Mm,"https://img.faballey.com/images/Product/ZEA00269/d3.jpg,https://img.faballey.com/images/Product/ZEA00269/d4.jpg,https://img.faballey.com/images/Product/ZEA00269/d5.jpg,https://img.faballey.com/images/Product/ZEA00269/d6.jpg,https://img.faballey.com/images/Product/ZEA00269/d7.jpg"
Gold Green Kundan Floral Pendant Necklace Set,2100,Traditional kundan pieces get a strikingly glamorous update with this goldplated floral pendant necklace set The set features a floral pendant and stud earrings crafted with a beautiful mix of kundan green beads and small crystals   Style Tip Pair the set with a touchneck blouse Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZNS00063/d3.jpg,https://img.faballey.com/images/Product/ZNS00063/d4.jpg,https://img.faballey.com/images/Product/ZNS00063/d5.jpg,https://img.faballey.com/images/Product/ZNS00063/d6.jpg,https://img.faballey.com/images/Product/ZNS00063/d7.jpg"
Gold Satin Finish Cuff Bracelet,700,Refreshingly bold this gold satin finish cuff bracelet adds a sexy edge to your look  Features a minimal style for added glam  Style Tip Pair this with a black floor length maxi dress and ditch the other accessories,"https://img.faballey.com/images/Product/ZBR00052/d3.jpg,https://img.faballey.com/images/Product/ZBR00052/d4.jpg,https://img.faballey.com/images/Product/ZBR00052/d5.jpg,https://img.faballey.com/images/Product/ZBR00052/d6.jpg,https://img.faballey.com/images/Product/ZBR00052/d7.jpg,https://img.faballey.com/images/Product/ZBR00052/d8.jpg"
Gold Kundan Green Bead Bracelet,1100,The elegance of kundan gets a playful fluid twist with this goldplated bracelet It features leaf shaped kundan pieces encircled with green beads   Style Tip Complete the look with green beaded kundan dangler earrings  Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZBR00072/d3.jpg,https://img.faballey.com/images/Product/ZBR00072/d4.jpg,https://img.faballey.com/images/Product/ZBR00072/d5.jpg,https://img.faballey.com/images/Product/ZBR00072/d6.jpg"
Gold Green Floral Chandbali Maang Tika,1050,Color Gold Green White  Composition Alloy Stone ,"https://img.faballey.com/images/Product/ZMT00035/d3.jpg,https://img.faballey.com/images/Product/ZMT00035/d4.jpg,https://img.faballey.com/images/Product/ZMT00035/d5.jpg,https://img.faballey.com/images/Product/ZMT00035/d6.jpg"
Gold Kundan Green Bead Pearl Dangler Earrings,600,Type Dangler  Color Green  Composition Alloy  Closure Push Back,"https://img.faballey.com/images/Product/ZEA00303/d3.jpg,https://img.faballey.com/images/Product/ZEA00303/d4.jpg,https://img.faballey.com/images/Product/ZEA00303/d5.jpg,https://img.faballey.com/images/Product/ZEA00303/d6.jpg"
