name,price,description,image_urls
Gold Half Moon Satin Stud Earrings,600,Type Studs  Color Gold Composition Alloy  Closure Push Back,"https://img.faballey.com/images/Product/ZEA00277/d3.jpg,https://img.faballey.com/images/Product/ZEA00277/d4.jpg,https://img.faballey.com/images/Product/ZEA00277/d5.jpg,https://img.faballey.com/images/Product/ZEA00277/d7.jpg"
Gold Mesh Cuff Bracelet,600,Color Gold  Composition Alloy Feature Mesh Detail Closure Openable,"https://img.faballey.com/images/Product/ZBR00051/d3.jpg,https://img.faballey.com/images/Product/ZBR00051/d4.jpg,https://img.faballey.com/images/Product/ZBR00051/d5.jpg,https://img.faballey.com/images/Product/ZBR00051/d6.jpg,https://img.faballey.com/images/Product/ZBR00051/d7.jpg"
Blue Bead Kundan Earring Necklace Set,1750,Color  Gold White BlueComposition  Alloy Glass Beads Closure  Dori,"https://img.faballey.com/images/Product/ZNS00050/d3.jpg,https://img.faballey.com/images/Product/ZNS00050/d4.jpg,https://img.faballey.com/images/Product/ZNS00050/d5.jpg,https://img.faballey.com/images/Product/ZNS00050/d6.jpg"
Gold Honey Comb Hoop Earrings,575,Type Hoop  Color Gold Composition Alloy  Features  Honey Comb Texture Closure Hook Closure,"https://img.faballey.com/images/Product/ZEA00284/d3.jpg,https://img.faballey.com/images/Product/ZEA00284/d4.jpg,https://img.faballey.com/images/Product/ZEA00284/d5.jpg,https://img.faballey.com/images/Product/ZEA00284/d7.jpg"
Black Beaded Weave Dangler Earrings,675,Type Dangler  Color Gold Black Composition Alloy Bead  Closure Ear Wire,"https://img.faballey.com/images/Product/ZEA00276/d3.jpg,https://img.faballey.com/images/Product/ZEA00276/d4.jpg,https://img.faballey.com/images/Product/ZEA00276/d5.jpg,https://img.faballey.com/images/Product/ZEA00276/d7.jpg"
Gold Hammered Circular Pattern Dangler Earrings,650,Type Dangler  Color Gold Composition Alloy  Closure Ear WireLength  100 Mm,"https://img.faballey.com/images/Product/ZEA00270/d3.jpg,https://img.faballey.com/images/Product/ZEA00270/d4.jpg,https://img.faballey.com/images/Product/ZEA00270/d5.jpg,https://img.faballey.com/images/Product/ZEA00270/d6.jpg"
Gold Green Stone Dangler Earrings,675,Type Dangler  Color Gold Green Composition Alloy Stone  Closure Ear Wire,"https://img.faballey.com/images/Product/ZEA00273/d3.jpg,https://img.faballey.com/images/Product/ZEA00273/d4.jpg,https://img.faballey.com/images/Product/ZEA00273/d5.jpg,https://img.faballey.com/images/Product/ZEA00273/d7.jpg"
Dual Gold Kundan Green Bead Earring Necklace Set,1750,Color  Gold White Pastel Pink AquaComposition  Alloy Glass Beads Closure Dori,"https://img.faballey.com/images/Product/ZNS00055/d3.jpg,https://img.faballey.com/images/Product/ZNS00055/d4.jpg,https://img.faballey.com/images/Product/ZNS00055/d5.jpg,https://img.faballey.com/images/Product/ZNS00055/d6.jpg"
Silver Gold Hoop Earrings Set of 3,700,Type Hoops  Color Silver and Gold Composition Alloy ,"https://img.faballey.com/images/Product/ZEA00334/d3.jpg,https://img.faballey.com/images/Product/ZEA00334/d4.jpg,https://img.faballey.com/images/Product/ZEA00334/d5.jpg"
White Diamond Hoop Earrings,1150,Type Hoops  Color White Composition Alloy Stone Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00230/d3.jpg,https://img.faballey.com/images/Product/ZEA00230/d4.jpg,https://img.faballey.com/images/Product/ZEA00230/d5.jpg,https://img.faballey.com/images/Product/ZEA00230/d7.jpg"
Gold Kundan Square Bracelet With Green White Delicate Drops,1200,Color Gold Green White  Composition Alloy Glass Bead Closure Lobster Clasp Length  150 Mm adjustable,"https://img.faballey.com/images/Product/ZBR00046/d3.jpg,https://img.faballey.com/images/Product/ZBR00046/d4.jpg,https://img.faballey.com/images/Product/ZBR00046/d5.jpg,https://img.faballey.com/images/Product/ZBR00046/d6.jpg"
White Diamond Cocktail Dangler Earrings,1050,Type Dangler  Color White Composition Alloy Stone Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00034/d3.jpg,https://img.faballey.com/images/Product/ZEA00034/d4.jpg,https://img.faballey.com/images/Product/ZEA00034/d5.jpg,https://img.faballey.com/images/Product/ZEA00034/d7.jpg"
Gold Pearl Jadau Dangler Earrings,1200,Type Dangler  Color Gold White Composition Alloy Beads Glass Pearls Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00246/d3.jpg,https://img.faballey.com/images/Product/ZEA00246/d4.jpg,https://img.faballey.com/images/Product/ZEA00246/d5.jpg,https://img.faballey.com/images/Product/ZEA00246/d7.jpg"
Gold Aqua Druzy Drop Bracelet,700,Color Gold Aqua  Composition Alloy Stone Closure Adjustable Length  62 Mm,"https://img.faballey.com/images/Product/ZBR00057/d3.jpg,https://img.faballey.com/images/Product/ZBR00057/d4.jpg,https://img.faballey.com/images/Product/ZBR00057/d5.jpg,https://img.faballey.com/images/Product/ZBR00057/d6.jpg,https://img.faballey.com/images/Product/ZBR00057/d7.jpg"
Gold Grey Stone Dangler Earrings,550,Type Danglers  Color Gold Grey Composition Brass Stone  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00189/d3.jpg,https://img.faballey.com/images/Product/ZEA00189/d4.jpg,https://img.faballey.com/images/Product/ZEA00189/d5.jpg,https://img.faballey.com/images/Product/ZEA00189/d7.jpg"
Green Enamal Kundan Petal Earring Necklace Set,1750,Color  Gold White Green Red Composition  Brass Glass Stone Feature Meenakari Work Enamel Detail Closure Lobster Clasp Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZNS00024/d3.jpg,https://img.faballey.com/images/Product/ZNS00024/d4.jpg,https://img.faballey.com/images/Product/ZNS00024/d5.jpg,https://img.faballey.com/images/Product/ZNS00024/d6.jpg"
White Green Drop Diamond Dangler Earrings,950,Type Dangler  Color White Green Composition Alloy Stone Closure Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZEA00046/d3.jpg,https://img.faballey.com/images/Product/ZEA00046/d4.jpg,https://img.faballey.com/images/Product/ZEA00046/d5.jpg,https://img.faballey.com/images/Product/ZEA00046/d7.jpg"
Gold Brown Oval Dangler Earrings,550,Type Danglers  Color Gold Brown Composition Brass Stone  Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00185/d3.jpg,https://img.faballey.com/images/Product/ZEA00185/d4.jpg,https://img.faballey.com/images/Product/ZEA00185/d5.jpg,https://img.faballey.com/images/Product/ZEA00185/d7.jpg"
Silver Embossed Oxidised Hoop Earrings,300,Type Hoops  Color Oxidised Silver Composition Brass  Closure Hook ClosureLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00162/d3.jpg,https://img.faballey.com/images/Product/ZEA00162/d4.jpg,https://img.faballey.com/images/Product/ZEA00162/d5.jpg,https://img.faballey.com/images/Product/ZEA00162/d6.jpg"
Gold Kundan Floral Bloom Earrings,975,Type Dangler  Color Gold White Composition Alloy Glass Bead  Closure Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZEA00036/d3.jpg,https://img.faballey.com/images/Product/ZEA00036/d4.jpg,https://img.faballey.com/images/Product/ZEA00036/d5.jpg,https://img.faballey.com/images/Product/ZEA00036/d7.jpg"
Silver Rose Quartz Beaded Oxidised Earrings,300,Type Danglers  Color Oxidised Silver Rose Quartz Composition Brass Beads  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00198/d3.jpg,https://img.faballey.com/images/Product/ZEA00198/d4.jpg,https://img.faballey.com/images/Product/ZEA00198/d5.jpg,https://img.faballey.com/images/Product/ZEA00198/d7.jpg"
Gold Kundan Pearl Drop Leaf Earrings,1050,Type Dangler  Color Gold White Composition Alloy Beads Glass Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00255/d3.jpg,https://img.faballey.com/images/Product/ZEA00255/d4.jpg,https://img.faballey.com/images/Product/ZEA00255/d5.jpg,https://img.faballey.com/images/Product/ZEA00255/d7.jpg"
White Chandelier Diamond Earrings,1150,Type Dangler  Color White Composition Alloy Stone Closure Push BackLength  27 Mm,"https://img.faballey.com/images/Product/ZEA00055/d3.jpg,https://img.faballey.com/images/Product/ZEA00055/d4.jpg,https://img.faballey.com/images/Product/ZEA00055/d5.jpg,https://img.faballey.com/images/Product/ZEA00055/d6.jpg"
Gold Kundan Meena Green Bead Stud Earrings,975,Type Stud Earrings  Color Gold White Green Composition Alloy Glass BeadsFeatures meenakari work Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00205/d3.jpg,https://img.faballey.com/images/Product/ZEA00205/d4.jpg,https://img.faballey.com/images/Product/ZEA00205/d5.jpg,https://img.faballey.com/images/Product/ZEA00205/d7.jpg"
Silver Daana Embossed Pear Oxidised Earrings,300,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  29 Mm,"https://img.faballey.com/images/Product/ZEA00184/d3.jpg,https://img.faballey.com/images/Product/ZEA00184/d4.jpg,https://img.faballey.com/images/Product/ZEA00184/d5.jpg,https://img.faballey.com/images/Product/ZEA00184/d7.jpg"
Silver Floral Motif Oxidised Dangler Earrings,300,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  29 Mm,"https://img.faballey.com/images/Product/ZEA00163/d3.jpg,https://img.faballey.com/images/Product/ZEA00163/d4.jpg,https://img.faballey.com/images/Product/ZEA00163/d5.jpg,https://img.faballey.com/images/Product/ZEA00163/d6.jpg"
Gold Beaded Cluster Spike Dangler Earrings,925,Type Danglers  Color Gold White Composition Alloy Beads  Closure Ear wireLength  20 Mm,"https://img.faballey.com/images/Product/ZEA00035/d3.jpg,https://img.faballey.com/images/Product/ZEA00035/d4.jpg,https://img.faballey.com/images/Product/ZEA00035/d5.jpg,https://img.faballey.com/images/Product/ZEA00035/d7.jpg"
White Red Stone Drop Diamond Dangler Earrings,1250,Type Dangler  Color White Red Composition Alloy Stone Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00225/d3.jpg,https://img.faballey.com/images/Product/ZEA00225/d4.jpg,https://img.faballey.com/images/Product/ZEA00225/d5.jpg,https://img.faballey.com/images/Product/ZEA00225/d7.jpg"
White Blue Diamond Drop String Earring Necklace Set,2875,Color  Gold White Blue Composition  Alloy Stone Closure Lobster Clasp Push Back,"https://img.faballey.com/images/Product/ZNS00031/d3.jpg,https://img.faballey.com/images/Product/ZNS00031/d4.jpg,https://img.faballey.com/images/Product/ZNS00031/d5.jpg,https://img.faballey.com/images/Product/ZNS00031/d6.jpg"
Gold Brown Textured Petal Dangler Earrings,625,Type Dangler  Color Gold Brown Composition Brass Stone  ClosureEarwire Length  30 Mm,"https://img.faballey.com/images/Product/ZEA00193/d3.jpg,https://img.faballey.com/images/Product/ZEA00193/d4.jpg,https://img.faballey.com/images/Product/ZEA00193/d5.jpg,https://img.faballey.com/images/Product/ZEA00193/d7.jpg"
Silver Crescent Oxidised Hoop Earrings,350,Type Danglers  Color Oxidised Silver Composition Brass  Closure Hook ClosureLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00164/d3.jpg,https://img.faballey.com/images/Product/ZEA00164/d4.jpg,https://img.faballey.com/images/Product/ZEA00164/d5.jpg,https://img.faballey.com/images/Product/ZEA00164/d6.jpg"
Gold Green Jadau Beaded Circular Dangler Earrings,1200,Type Dangler  Color Gold White Green Composition Alloy Beads Stones Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00247/d3.jpg,https://img.faballey.com/images/Product/ZEA00247/d4.jpg,https://img.faballey.com/images/Product/ZEA00247/d5.jpg,https://img.faballey.com/images/Product/ZEA00247/d7.jpg"
Gold Red Kundan Bead Drop Earrings,1050,Type Dangler  Color Gold White Red Composition Alloy Beads Gass Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00253/d3.jpg,https://img.faballey.com/images/Product/ZEA00253/d4.jpg,https://img.faballey.com/images/Product/ZEA00253/d5.jpg,https://img.faballey.com/images/Product/ZEA00253/d7.jpg"
Black Druzy Pearl Stud Earrings,800,Type Stud  Color Gold White Black Composition Alloy Stone Beads Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00213/d3.jpg,https://img.faballey.com/images/Product/ZEA00213/d4.jpg,https://img.faballey.com/images/Product/ZEA00213/d5.jpg,https://img.faballey.com/images/Product/ZEA00213/d7.jpg"
Silver Engraved Oxidised Hoop Earrings,300,Type Hoops  Color Oxidised Silver Composition Brass  Closure Hook ClosureLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00172/d3.jpg,https://img.faballey.com/images/Product/ZEA00172/d4.jpg,https://img.faballey.com/images/Product/ZEA00172/d5.jpg,https://img.faballey.com/images/Product/ZEA00172/d6.jpg"
Silver Abstract Oxidised Dangler Earrings,300,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00161/d3.jpg,https://img.faballey.com/images/Product/ZEA00161/d4.jpg,https://img.faballey.com/images/Product/ZEA00161/d5.jpg,https://img.faballey.com/images/Product/ZEA00161/d6.jpg"
Silver Iridescent Oxidised Dangler Earrings,900,Type Danglers  Color Oxidised Silver Blue Composition Brass Stone  Closure Ear wireLength  29 Mm,"https://img.faballey.com/images/Product/ZEA00195/d3.jpg,https://img.faballey.com/images/Product/ZEA00195/d4.jpg,https://img.faballey.com/images/Product/ZEA00195/d5.jpg,https://img.faballey.com/images/Product/ZEA00195/d7.jpg"
Red Green Kundan Meena Pearl Dangler Earrings,900,Type Dangler  Color Gold White Green Red Composition Alloy Glass Stone Beads Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00211/d3.jpg,https://img.faballey.com/images/Product/ZEA00211/d4.jpg,https://img.faballey.com/images/Product/ZEA00211/d5.jpg,https://img.faballey.com/images/Product/ZEA00211/d7.jpg"
Gold White Linear Diamond Bracelet,650,Color Gold White  Composition Alloy Stone Closure OpenableLength  25 Mm,"https://img.faballey.com/images/Product/ZBR00010/d3.jpg,https://img.faballey.com/images/Product/ZBR00010/d4.jpg,https://img.faballey.com/images/Product/ZBR00010/d5.jpg,https://img.faballey.com/images/Product/ZBR00010/d6.jpg,https://img.faballey.com/images/Product/ZBR00010/d7.jpg"
Gold Blue Kundan Stone Bead Earrings,1050,Type Dangler  Color Gold White Blue Composition Alloy Beads Glass Stone Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00256/d3.jpg,https://img.faballey.com/images/Product/ZEA00256/d4.jpg,https://img.faballey.com/images/Product/ZEA00256/d5.jpg,https://img.faballey.com/images/Product/ZEA00256/d6.jpg"
Gold White Wave Diamond Bracelet,725,Color Gold White  Composition Alloy Stone Closure Openable Length  20 Mm,"https://img.faballey.com/images/Product/ZBR00003/d3.jpg,https://img.faballey.com/images/Product/ZBR00003/d4.jpg,https://img.faballey.com/images/Product/ZBR00003/d5.jpg,https://img.faballey.com/images/Product/ZBR00003/d6.jpg"
Gold Kundan Moti Floral Earrings,800,Type Dangler  Color Gold White Composition Alloy Beads Glass Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00251/d3.jpg,https://img.faballey.com/images/Product/ZEA00251/d4.jpg,https://img.faballey.com/images/Product/ZEA00251/d5.jpg,https://img.faballey.com/images/Product/ZEA00251/d7.jpg"
Gold Kundan Vine Pearl Bracelet,1050,Color Gold White  Composition Alloy Glass Pearl Closure Lobster Clasp Length  30 Mm,"https://img.faballey.com/images/Product/ZBR00040/d3.jpg,https://img.faballey.com/images/Product/ZBR00040/d4.jpg,https://img.faballey.com/images/Product/ZBR00040/d5.jpg,https://img.faballey.com/images/Product/ZBR00040/d6.jpg"
Silver Arrow Motif Oxidised Dangler Earrings,250,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00176/d3.jpg,https://img.faballey.com/images/Product/ZEA00176/d4.jpg,https://img.faballey.com/images/Product/ZEA00176/d5.jpg,https://img.faballey.com/images/Product/ZEA00176/d6.jpg"
Gold Kundan Pearl Drop Earring Necklace Set,1750,Color  Gold White RedComposition  Alloy Glass Pearl Closure Dori Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00040/d3.jpg,https://img.faballey.com/images/Product/ZNS00040/d4.jpg,https://img.faballey.com/images/Product/ZNS00040/d5.jpg,https://img.faballey.com/images/Product/ZNS00040/d6.jpg"
Silver Textured Pear Dangler Earrings,250,Type Danglers  Color Oxidised Silver Composition Brass Features  Textured Detail Closure Ear wireLength  28 Mm,"https://img.faballey.com/images/Product/ZEA00175/d3.jpg,https://img.faballey.com/images/Product/ZEA00175/d4.jpg,https://img.faballey.com/images/Product/ZEA00175/d5.jpg,https://img.faballey.com/images/Product/ZEA00175/d6.jpg"
Gold Pearl Bead Bangle Set,1050,Color Gold White  Composition Alloy Pearl Closure Slip On Length  40 Mm,"https://img.faballey.com/images/Product/ZBR00009/d3.jpg,https://img.faballey.com/images/Product/ZBR00009/d4.jpg,https://img.faballey.com/images/Product/ZBR00009/d5.jpg,https://img.faballey.com/images/Product/ZBR00009/d6.jpg"
Gold Red Kundan Bead Earring Necklace Set,1600,Color Gold White Red Composition Alloy Glass Beads Closure Dori Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00003/d3.jpg,https://img.faballey.com/images/Product/ZNS00003/d4.jpg,https://img.faballey.com/images/Product/ZNS00003/d5.jpg,https://img.faballey.com/images/Product/ZNS00003/d6.jpg"
Gold Stacked Pendant Necklace with Black Drop,550,This minimalist gold stacked necklace will help elevate your everyday basics Features oval shaped motifs with a black drop  Style Tip Sophisticated and minimal this gold toned neckpiece can be paired with anything in your work wear closet,"https://img.faballey.com/images/Product/ZNE00008/d3.jpg,https://img.faballey.com/images/Product/ZNE00008/d4.jpg,https://img.faballey.com/images/Product/ZNE00008/d5.jpg"
Gold Kundan Mangtika Earring Necklace Set,3500,Color Gold White  Composition Alloy Glass Pearl  Closure  Dori Push Back Hook Length  30 Mm,"https://img.faballey.com/images/Product/ZNS00002/d3.jpg,https://img.faballey.com/images/Product/ZNS00002/d4.jpg,https://img.faballey.com/images/Product/ZNS00002/d5.jpg,https://img.faballey.com/images/Product/ZNS00002/d6.jpg,https://img.faballey.com/images/Product/ZNS00002/d7.jpg"
Gold Kundan Green Drop Double Orb Earring Necklace Set,2250,Glam up this festive season with this stunning double layered kundan set Features a double layered kundan necklace with green drop beads and matching earrings   Style Tip  Style your hair in starlet waves to complement the elegance of the set,"https://img.faballey.com/images/Product/ZNS00038/d3.jpg,https://img.faballey.com/images/Product/ZNS00038/d4.jpg,https://img.faballey.com/images/Product/ZNS00038/d5.jpg,https://img.faballey.com/images/Product/ZNS00038/d6.jpg"
Gold Green Diamond Bangle Set,1050,Color Gold Green  Composition Alloy Stone Closure Slip On Length  20 Mm,"https://img.faballey.com/images/Product/ZBR00007/d3.jpg,https://img.faballey.com/images/Product/ZBR00007/d4.jpg,https://img.faballey.com/images/Product/ZBR00007/d5.jpg,https://img.faballey.com/images/Product/ZBR00007/d6.jpg"
Gold Round Kundan Pearl Earring Necklace Set,1750,Color  Gold WhiteComposition  Alloy Glass Pearl Closure DoriLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00035/d3.jpg,https://img.faballey.com/images/Product/ZNS00035/d4.jpg,https://img.faballey.com/images/Product/ZNS00035/d5.jpg,https://img.faballey.com/images/Product/ZNS00035/d6.jpg"
Gold Kundan Single Orb Earring Necklace Set,2900,Minimal classy and evergreen this kundan set features a sleek single kundan studded string and matching drop earrings   Style Tip Pair this set with a crisp white shirt and statement pants for that perfect fusion look,"https://img.faballey.com/images/Product/ZNS00010/d3.jpg,https://img.faballey.com/images/Product/ZNS00010/d4.jpg,https://img.faballey.com/images/Product/ZNS00010/d5.jpg,https://img.faballey.com/images/Product/ZNS00010/d6.jpg"
White Gold Linked Blue Drop Diamond Earrings,1250,Type Dangler  Color White Multicolor Composition Alloy Stone Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00233/d3.jpg,https://img.faballey.com/images/Product/ZEA00233/d4.jpg,https://img.faballey.com/images/Product/ZEA00233/d5.jpg,https://img.faballey.com/images/Product/ZEA00233/d7.jpg"
Gold Kundan Blue Bead Earring Necklace Set,1750,This statement kundan and blue bead set is what dream treasure troves are made of Features a double blue bead string necklace with kundan drops and matching earring   Style Tip Keep the outfit light to work the look right,"https://img.faballey.com/images/Product/ZNS00041/d3.jpg,https://img.faballey.com/images/Product/ZNS00041/d4.jpg,https://img.faballey.com/images/Product/ZNS00041/d5.jpg,https://img.faballey.com/images/Product/ZNS00041/d6.jpg"
Gold Kundan Pearl Square Bracelet,1050,Color Gold White  Composition Alloy Glass Pearl Closure Lobster Clasp Length  30 Mm,"https://img.faballey.com/images/Product/ZBR00041/d3.jpg,https://img.faballey.com/images/Product/ZBR00041/d4.jpg,https://img.faballey.com/images/Product/ZBR00041/d5.jpg,https://img.faballey.com/images/Product/ZBR00041/d6.jpg"
Gold Kundan Green Bead Maang Tika,800,Color Gold White Green  Composition Alloy Glass Beads  Length  20 Mm,"https://img.faballey.com/images/Product/ZMT00007/d3.jpg,https://img.faballey.com/images/Product/ZMT00007/d4.jpg,https://img.faballey.com/images/Product/ZMT00007/d5.jpg,https://img.faballey.com/images/Product/ZMT00007/d7.jpg"
Gold White Circle Kundan Beaded Drop Bracelet,1050,Color Gold White  Composition Alloy Glass Bead Closure Lobster Clasp Length  30 Mm,"https://img.faballey.com/images/Product/ZBR00043/d3.jpg,https://img.faballey.com/images/Product/ZBR00043/d4.jpg,https://img.faballey.com/images/Product/ZBR00043/d5.jpg,https://img.faballey.com/images/Product/ZBR00043/d6.jpg"
White Crest Kundan Beaded Maang Tika,1400,Color White  Composition Alloy Stone Glass Pearl  Length  20 Mm,"https://img.faballey.com/images/Product/ZMT00015/d3.jpg,https://img.faballey.com/images/Product/ZMT00015/d4.jpg,https://img.faballey.com/images/Product/ZMT00015/d5.jpg,https://img.faballey.com/images/Product/ZMT00015/d7.jpg"
Gold Kundan Red White Bead Earrimg Necklace Set,1750,Color  Gold White RedComposition  Alloy Glass Beads PearlClosure DoriLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00036/d3.jpg,https://img.faballey.com/images/Product/ZNS00036/d4.jpg,https://img.faballey.com/images/Product/ZNS00036/d5.jpg,https://img.faballey.com/images/Product/ZNS00036/d6.jpg"
White Diamond Aqua Drop Earring Necklace Set,2450,Color  Gold White Aqua Composition  Alloy Stone Closure Lobster Clasp Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZNS00013/d3.jpg,https://img.faballey.com/images/Product/ZNS00013/d4.jpg,https://img.faballey.com/images/Product/ZNS00013/d5.jpg,https://img.faballey.com/images/Product/ZNS00013/d6.jpg"
Gold Kundan Lotus Maang Tika,1700,Color Gold White  Composition Alloy Glass Beads  Length  20 Mm,"https://img.faballey.com/images/Product/ZMT00011/d3.jpg,https://img.faballey.com/images/Product/ZMT00011/d4.jpg,https://img.faballey.com/images/Product/ZMT00011/d5.jpg,https://img.faballey.com/images/Product/ZMT00011/d7.jpg"
Gold Red Crescent Kundan Passa,1100,Color Gold White Red  Composition Alloy Glass Beads  Length  140 Mm,"https://img.faballey.com/images/Product/ZMT00022/d3.jpg,https://img.faballey.com/images/Product/ZMT00022/d4.jpg,https://img.faballey.com/images/Product/ZMT00022/d5.jpg,https://img.faballey.com/images/Product/ZMT00022/d7.jpg"
Gold Kundan Pearl Drop Earring Necklace Set,2375,Color  Gold WhiteComposition  Alloy Glass Pearl Closure Dori Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZNS00017/d3.jpg,https://img.faballey.com/images/Product/ZNS00017/d4.jpg,https://img.faballey.com/images/Product/ZNS00017/d5.jpg,https://img.faballey.com/images/Product/ZNS00017/d6.jpg"
Gold Kundan Flower Bead Cluster Stud Earrings,700,Type Stud Earrings  Color Gold White  Composition Alloy Glass Beads  Closure Push Back Length  35 Mm,"https://img.faballey.com/images/Product/ZEA00097/d3.jpg,https://img.faballey.com/images/Product/ZEA00097/d4.jpg,https://img.faballey.com/images/Product/ZEA00097/d5.jpg,https://img.faballey.com/images/Product/ZEA00097/d6.jpg"
Gold Black Boomerang Stud Earrings,450,Type Stud Earrings  Color Gold Black Composition Brass Stone  Closure Push Back Length  56 Mm,"https://img.faballey.com/images/Product/ZEA00144/d3.jpg,https://img.faballey.com/images/Product/ZEA00144/d4.jpg,https://img.faballey.com/images/Product/ZEA00144/d5.jpg,https://img.faballey.com/images/Product/ZEA00144/d7.jpg"
Gold Kundan Cascade Earring Necklace Set,2250,Color  Gold WhiteComposition  Alloy Glass Pearl Beads Closure DoriLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00039/d3.jpg,https://img.faballey.com/images/Product/ZNS00039/d4.jpg,https://img.faballey.com/images/Product/ZNS00039/d5.jpg,https://img.faballey.com/images/Product/ZNS00039/d6.jpg"
Gold Floral Column Earrings,640,Add some traditional glamour to your ethnic look with these beautifully designed earrings These feature floral details and a green stone drop   Work It These look fabulous with a silk tunic,"https://img.faballey.com/images/Product/IJE00093/d3.jpg,https://img.faballey.com/images/Product/IJE00093/d4.jpg,https://img.faballey.com/images/Product/IJE00093/d5.jpg,https://img.faballey.com/images/Product/IJE00093/d7.jpg"
Gold Kundan Drop Cascade Maang Tika,1100,Color Gold White  Composition Alloy Glass Pearl  Length  20 Mm,"https://img.faballey.com/images/Product/ZMT00014/d3.jpg,https://img.faballey.com/images/Product/ZMT00014/d4.jpg,https://img.faballey.com/images/Product/ZMT00014/d5.jpg,https://img.faballey.com/images/Product/ZMT00014/d7.jpg"
Dual Toned Green Stone Oxidised Baali Earrings,700,Type Danglers  Color Silver Gold Green  Composition Alloy Faux Stone Closure Push Back Length  70 Mm,"https://img.faballey.com/images/Product/ZEA00157/d3.jpg,https://img.faballey.com/images/Product/ZEA00157/d4.jpg,https://img.faballey.com/images/Product/ZEA00157/d5.jpg,https://img.faballey.com/images/Product/ZEA00157/d7.jpg"
Gold Multilayer Tassel Earrings,550,Type Danglers  Color Gold  Composition Brass  Closure Push Back Length  110 Mm,"https://img.faballey.com/images/Product/ZEA00114/d3.jpg,https://img.faballey.com/images/Product/ZEA00114/d4.jpg,https://img.faballey.com/images/Product/ZEA00114/d5.jpg,https://img.faballey.com/images/Product/ZEA00114/d6.jpg"
Gold Floral Jhumka Earrings,640,Color Gold  Type Earrings  Closure Push Back  Floral Design  Green Stone Details  Length  25 Inches,"https://img.faballey.com/images/Product/IJE00100/d3.jpg,https://img.faballey.com/images/Product/IJE00100/d4.jpg,https://img.faballey.com/images/Product/IJE00100/d5.jpg,https://img.faballey.com/images/Product/IJE00100/d7.jpg"
Gold Kundan Dual Flower Dangler Earrings,425,Type Dangler  Color Gold White  Features seed bead pearl tassels Composition Alloy Glass Seed Bead Pearls  Closure Push Back Length  90 Mm,"https://img.faballey.com/images/Product/ZEA00081/d3.jpg,https://img.faballey.com/images/Product/ZEA00081/d4.jpg,https://img.faballey.com/images/Product/ZEA00081/d5.jpg,https://img.faballey.com/images/Product/ZEA00081/d6.jpg"
Gold Multi Canopy Dangler Earrings,550,Type Danglers  Color Gold Blue Composition Brass Stones Closure Push Back Length  75 Mm,"https://img.faballey.com/images/Product/ZEA00122/d3.jpg,https://img.faballey.com/images/Product/ZEA00122/d4.jpg,https://img.faballey.com/images/Product/ZEA00122/d5.jpg,https://img.faballey.com/images/Product/ZEA00122/d6.jpg"
